**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 20 00:08:55 <chaaaad>	@MR_SLIN bannyYikes NotLikeThis
Apr 20 00:08:58 <mackeytf>	@mr_steal_youre_girl fuck
Apr 20 00:08:58 <k_r_a_f_t>	@mr_steal_youre_girl dude LOL
Apr 20 00:09:01 <yellwcape>	shdeGood shdeGood
Apr 20 00:09:01 <ram________>	b4nny about to ad a pressure cooker emote
Apr 20 00:09:05 <wvxx_>	when did king raja get picked up on froyo ANELE
Apr 20 00:09:06 <chaaaad>	im gonna lose my mind
Apr 20 00:09:09 <zestymclime>	wats pressure cooker
Apr 20 00:09:14 <yellwcape>	A pressure cooker about to explode
Apr 20 00:09:14 <mellotf2_>	ANELE
Apr 20 00:09:16 <corunson>	NICE AREKK
Apr 20 00:09:16 <j_j__jones>	its a cooker
Apr 20 00:09:18 <corunson>	HE DIED THO
Apr 20 00:09:19 <gungown>	habib at a fat rocket
Apr 20 00:09:20 <corunson>	LOL
Apr 20 00:09:20 <mr_steal_youre_girl>	b4nny about to add a dzhokhar tsarnaev emote
Apr 20 00:09:31 <j_j__jones>	banny abot to SCREAM!!!
Apr 20 00:09:32 <yellwcape>	monkaS
Apr 20 00:09:40 <corunson>	aim1Last
Apr 20 00:09:43 <itnac>	banny mcveigh
Apr 20 00:09:44 <gungown>	@b4nny make me scream.
Apr 20 00:09:46 <skyf00gle>	+2 IF SHADE DROPS WITHIN 10 SEC
Apr 20 00:09:48 <yuukkari>	im the best fallout player in this chat
Apr 20 00:09:53 <alec>	no
Apr 20 00:09:54 <mellotf2_>	muma PogChamp
Apr 20 00:09:58 <ev_vvv>	monkaS
Apr 20 00:09:58 <j_j__jones>	fall out of chat, please!!!
Apr 20 00:10:01 <brimst0ne_>	@ZestyMcLime pressure cookers are pots that maintain a good seal and increase the pressure inside, boiling tempurature of water decreases as pressure increases, letting food cook at higher temps faster
Apr 20 00:10:02 <mackeytf>	@mr_steal_youre_girl that dude looks like clockwork tbh
Apr 20 00:10:09 <kineticvibe>	pressure cooker bomb? f@#$ing terrorists
Apr 20 00:10:10 <dinnerfy>	next season: shade does shots while playing in invite final
Apr 20 00:10:12 <brimst0ne_>	*boiling tempurature increases
Apr 20 00:10:16 <zirtonic>	holy shit zesty mclime is in chat
Apr 20 00:10:19 <ding0d>	pussy
Apr 20 00:10:19 <zirtonic>	shdeChamp
Apr 20 00:10:20 <harveyac>	jesus]
Apr 20 00:10:22 <crazyycow>	LUL
Apr 20 00:10:22 <corunson>	LOL
Apr 20 00:10:25 <cp_snakewater_final1>	big dick donski
Apr 20 00:10:26 <ding0d>	that was the last roller
Apr 20 00:10:26 <superfranco202>	LUL
Apr 20 00:10:27 <j0dd>	D:
Apr 20 00:10:27 <mellotf2_>	:/
Apr 20 00:10:28 <sunderkeenin>	LUL
Apr 20 00:10:30 <maximus_cheese>	FORCED LUL
Apr 20 00:10:31 <priestmuffin>	D:
Apr 20 00:10:31 <wild_rumpus>	D:
Apr 20 00:10:32 <nivriz>	D:
Apr 20 00:10:32 <commodoreredshirt>	Who do you think bdonski is? He's a sexy gay bomber, baby. Everything he touches turns to rainbows. I'm not saying top invite demomen naturally cause homosexual feelings, but this guy is magic. So magic he TURNS THE FREAKIN' PIPES GAY!
Apr 20 00:10:33 <yuukkari>	Umad lmao..
Apr 20 00:10:33 <drooby>	D:
Apr 20 00:10:34 <helloplayers>	tilting
Apr 20 00:10:34 <yellwcape>	D:
Apr 20 00:10:34 <superfranco202>	D:
Apr 20 00:10:35 <sprite_tough>	T LUL S
Apr 20 00:10:36 <pravus__>	D:
Apr 20 00:10:36 <sir__jayden>	slaty
Apr 20 00:10:37 <bonqen>	:D
Apr 20 00:10:38 <rodrigo_dgl>	D:
Apr 20 00:10:38 <corunson>	IF THAT HAPPENED TO ME IN A PUG B4NNY WOULD HAVE YELLED AT ME
Apr 20 00:10:39 <ev_vvv>	he wouldnt have dropped
Apr 20 00:10:40 <samswo>	D:
Apr 20 00:10:40 <darkxk>	D:
Apr 20 00:10:41 <streamelements>	Be sure to follow me on Twitter for updates and food and stuff: http://twitter.com/shadetf2
Apr 20 00:10:43 <ram________>	monkaTOS
Apr 20 00:10:45 <ding0d>	crumble?
Apr 20 00:10:46 <telephone_fan_>	who winnin
Apr 20 00:10:46 <crazyycow>	Who do you think bdonski is? He's a sexy gay bomber, baby. Everything he touches turns to rainbows. I'm not saying top invite demomen naturally cause homosexual feelings, but this guy is magic. So magic he TURNS THE FREAKIN' PIPES GAY!
Apr 20 00:10:47 <yellwcape>	:O
Apr 20 00:10:47 <supererectioninspection>	b4nny can try and defend against my sack
Apr 20 00:10:48 <misterslin>	!roulette 1200
Apr 20 00:10:48 *	streamelements MR_SLIN won 1200 points in roulette and now has 8806 points! FeelsGoodMan
Apr 20 00:10:49 <j_j__jones>	is medic is a coward?
Apr 20 00:10:51 <supererectioninspection>	oooof
Apr 20 00:10:51 <gungown>	annnd they crumble.
Apr 20 00:10:53 <alec>	PJSalt PJSalt PJSalt \ D: / PJSalt PJSalt PJSalt help im drowning in froyo mumble
Apr 20 00:10:55 <jayj_52>	wait that was shades fault. Hes stood there way too long
Apr 20 00:10:57 <nazaraaaa>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 20 00:10:57 <skyf00gle>	ASS-SCENT CUM-BACK
Apr 20 00:10:57 <zestymclime>	thamk u but what does banny mean when he refrers to 'pressure cooker' as a strategy in Team Fortress Two?
Apr 20 00:10:59 <nivriz>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 20 00:10:59 <superfranco202>	LUL
Apr 20 00:10:59 <ev_vvv>	score?
Apr 20 00:11:00 <zeekaptain>	@Corunson maybe you're just unlucky
Apr 20 00:11:02 <chunkeyyy>	Invite check 😏
Apr 20 00:11:02 <j_j__jones>	why are they not are they spamming them river
Apr 20 00:11:03 <bill_conagher>	Lmao
Apr 20 00:11:04 <khilcubed>	yikes
Apr 20 00:11:04 <qjkxkcd>	3-2
Apr 20 00:11:07 <suphl>	OhMyDog
Apr 20 00:11:07 <luuunch>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 20 00:11:10 <brimst0ne_>	no he just wants some good pot roast
Apr 20 00:11:10 <ev_vvv>	oh i see it now ty
Apr 20 00:11:10 <frootaloo>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 20 00:11:11 <nokk>	OhMyDog
Apr 20 00:11:12 <crzctrl_>	!roulette 15
Apr 20 00:11:12 <mr_steal_youre_girl>	@ZestyMcLime pressure cookers are pots that maintain a good seal and increase the pressure inside, boiling tempurature of water decreases as pressure increases, letting food cook at higher temps faster
Apr 20 00:11:12 *	streamelements crzctrl_ lost 15 points in roulette and now has 70 points! FeelsBadMan
Apr 20 00:11:12 <priestmuffin>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 20 00:11:14 <yellwcape>	Let's tie this up
Apr 20 00:11:14 <qjkxkcd>	froyo up 1 map and 1 point
Apr 20 00:11:15 <bill_conagher>	Such a shit hold
Apr 20 00:11:18 <corunson>	@zeekaptain it's the truth lol
Apr 20 00:11:19 <qjkxkcd>	WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 20 00:11:23 <grimmbo_>	score?
Apr 20 00:11:27 <lv_liam>	3-2
Apr 20 00:11:32 <grimmbo_>	thx
Apr 20 00:11:34 <shiningstar__>	MonkaS
Apr 20 00:11:39 <saltssaumure>	Wait whats going on?
Apr 20 00:11:40 <zirtonic>	arekk shdeChamp
Apr 20 00:11:42 <dinnerfy>	arekk carry
Apr 20 00:11:42 <steamboatt>	Who do you think bdonski is? He's a sexy gay bomber, baby. Everything he touches turns to rainbows. I'm not saying top invite demomen naturally cause homosexual feelings, but this guy is magic. So magic he TURNS THE FREAKIN' PIPES GAY!
Apr 20 00:11:43 <georgebasilj>	how tf did they come back from that?
Apr 20 00:11:45 <ps3ia>	etupS
Apr 20 00:11:48 <katzy_kor>	whats the score?
Apr 20 00:11:51 <qjkxkcd>	3 - 2
Apr 20 00:11:51 <supererectioninspection>	arekk makes me erekk
Apr 20 00:11:52 <drooby>	Habib is honestly the best demo man I've ever seen, on top of being chill and hilarious at the same time, you're simply awesome @habib_6ix_god I've always looked up to you as my main demo inspiration since I mained demo and you never seize to impress me and just watching your plays @habib_6ix_god encourages me to take upon your legacy and I'm now piping people, left, right and centre. I can't thank you enough @habib_6ix_god You're a beast and a legend
Apr 20 00:11:53 <hinnybin>	wow, pretty slopppy tonight bois
Apr 20 00:11:54 <gungown>	arekk salvaged.
Apr 20 00:11:55 <misterrromero>	Who do you think bdonski is? He's a sexy gay bomber, baby. Everything he touches turns to rainbows. I'm not saying top invite demomen naturally cause homosexual feelings, but this guy is magic. So magic he TURNS THE FREAKIN' PIPES GAY!
Apr 20 00:11:59 <zeekaptain>	@Corunson unsure
Apr 20 00:12:01 <crazyycow>	Who do you think bdonski is? He's a sexy gay bomber, baby. Everything he touches turns to rainbows. I'm not saying top invite demomen naturally cause homosexual feelings, but this guy is magic. So magic he TURNS THE FREAKIN' PIPES GAY!
Apr 20 00:12:01 <qjkxkcd>	L U C K Y B O I S
Apr 20 00:12:03 <j_j__jones>	the invite grand finals are going on!!!!! our fave guys and gals are going head to head in the ultimate challenge...and everyone is loving it!
Apr 20 00:12:06 <maximus_cheese>	B4nny feed??
Apr 20 00:12:08 *	ram________ это не пойдет в три игры
Apr 20 00:12:11 <malkraz>	its only guys though
Apr 20 00:12:12 <fwiener>	the invite grand finals are going on!!!!! our fave guys and gals are going head to head in the ultimate challenge...and everyone is loving it!
Apr 20 00:12:17 <priestmuffin>	the invite grand finals are going on!!!!! our fave guys and gals are going head to head in the ultimate challenge...and everyone is loving it!
Apr 20 00:12:18 <chunkeyyy>	ANELE
Apr 20 00:12:18 <supererectioninspection>	shoot sticky at me habeeb!
Apr 20 00:12:19 <mr_steal_youre_girl>	@Ram________ nobody here speaks mexican lmao
Apr 20 00:12:19 <ding0d>	cheel
Apr 20 00:12:19 <mellotf2_>	PogChamp
Apr 20 00:12:22 <yuukkari>	ANELE
Apr 20 00:12:22 <thisdudecam>	arekk and yomps are gonna be scary on lan
Apr 20 00:12:23 <crazyycow>	HABIBIBIB
Apr 20 00:12:24 <ram________>	:(
Apr 20 00:12:30 <risquerosen>	D O OD
Apr 20 00:12:32 <jynxeddd>	chell
Apr 20 00:12:34 <twlngo>	baby door :3
Apr 20 00:12:37 <trophykill>	@Malkraz wdym only guys?
Apr 20 00:12:42 <ev_vvv>	BabyRage door
Apr 20 00:12:43 <ruthles726>	baby door :3
Apr 20 00:12:48 <mr_steal_youre_girl>	baby door trukBaby
Apr 20 00:12:50 <darkxk>	PogChamp
Apr 20 00:12:51 <ssquare_>	1 more
Apr 20 00:12:52 <buttcrackseed>	o n e m o r e
Apr 20 00:12:52 <crazyycow>	ONE MORE
Apr 20 00:12:52 <wisherz>	monkaS
Apr 20 00:12:53 <yellwcape>	trukBaby
Apr 20 00:12:54 <sunderkeenin>	I'm liking the "clear comms" call when things get too autistic MingLee
Apr 20 00:12:54 <sprite_tough>	PogChamp 1 MORE
Apr 20 00:12:55 <mellotf2_>	ANELE
Apr 20 00:12:55 <darkxk>	1 more forsenS
Apr 20 00:12:56 <thenextevil>	ascent pls
Apr 20 00:12:59 <misterslin>	habib is PASSIONATE
Apr 20 00:12:59 <k_r_a_f_t>	trukBaby
Apr 20 00:13:00 <corunson>	score?
Apr 20 00:13:00 <malkraz>	@TrophyKill there are only men in these teams
Apr 20 00:13:00 <namuhamai>	1 more GreenTeam
Apr 20 00:13:00 <bretty0h>	baby door usedCow
Apr 20 00:13:01 <risquerosen>	inb4 it's 4-4 again
Apr 20 00:13:01 <jynxeddd>	its gg
Apr 20 00:13:01 <zirtonic>	moon2W
Apr 20 00:13:01 <ding0d>	hyperventilate.
Apr 20 00:13:02 <champasoruswrex>	what game is this
Apr 20 00:13:03 <sir__jayden>	O N E M O R E
Apr 20 00:13:04 <ram________>	here we go
Apr 20 00:13:05 <yellwcape>	Tie this pls BlessRNG
Apr 20 00:13:05 <trophykill>	@Malkraz Nursey is trans
Apr 20 00:13:05 <alec>	habib is AUTISTIC per se
Apr 20 00:13:06 <bill_conagher>	:o
Apr 20 00:13:10 <malkraz>	@TrophyKill yes and
Apr 20 00:13:13 <supererectioninspection>	go though baby door ResidentSleeper
Apr 20 00:13:14 <drooby>	HABIB KNOWS ITS 420 BOIS
Apr 20 00:13:15 <saga__>	assent crumble
Apr 20 00:13:17 <trophykill>	@Malkraz Hence not a man
Apr 20 00:13:20 <yuukkari>	per Se
Apr 20 00:13:20 <malkraz>	@TrophyKill ???
Apr 20 00:13:21 <granolala>	who won metalworks btw
Apr 20 00:13:22 <serlimton>	nice one
Apr 20 00:13:25 <dinnerfy>	how many nursey bots would it take to win invite? the world will never know
Apr 20 00:13:26 <bballdaniel3>	why is habib learning things in the grand final lol
Apr 20 00:13:27 <pravus__>	Froyo
Apr 20 00:13:29 <libras>	d00d
Apr 20 00:13:31 <granolala>	k
Apr 20 00:13:33 <georgebasilj>	YES ASCENT
Apr 20 00:13:33 <ssquare_>	lol
Apr 20 00:13:34 <b3arodactyl>	C O R S A K A R T !
Apr 20 00:13:35 <champasoruswrex>	who is habib
Apr 20 00:13:35 <yorickjunglepls>	what the fuck
Apr 20 00:13:39 <qjkxkcd>	@Shade how do you not mute habib?
Apr 20 00:13:40 <kineticvibe>	habib rolling on addy
Apr 20 00:13:40 <brimst0ne_>	it's always a good time to learn things
Apr 20 00:13:42 <mr_steal_youre_girl>	@granolala froyo 5-4
Apr 20 00:13:43 <mackeytf>	@b3arodactyl is this poverty
Apr 20 00:13:43 <trophykill>	This going 1-1-1 is so funny
Apr 20 00:13:47 <ding0d>	you cannot counter my shtyle
Apr 20 00:13:47 <moshes_w_wolves>	GivePLZ DoritosChip ASCENT
Apr 20 00:13:51 <granolala>	monkaS
Apr 20 00:13:52 <liam_i3>	proskeez913!!!!
Apr 20 00:13:54 <515sunnyday>	WTF is that respawn time
Apr 20 00:13:55 <bonqen>	!score
Apr 20 00:13:56 <misterslin>	!roulette 500
Apr 20 00:13:56 *	streamelements MR_SLIN won 500 points in roulette and now has 9306 points! FeelsGoodMan
Apr 20 00:13:59 <chunkeyyy>	Yea ! Mute your teammate in grand finals !
Apr 20 00:14:02 <moshes_w_wolves>	slin pls
Apr 20 00:14:02 <ev_vvv>	shit what a brainy call by habib to setup a last hold
Apr 20 00:14:03 <abluegoldfish>	!points
Apr 20 00:14:03 <streamelements>	@abluegoldfish, abluegoldfish has 30 points and is rank 5954/14991 on the leaderboard.
Apr 20 00:14:05 <chaaaad>	!roulette all
Apr 20 00:14:05 *	streamelements Chaaaad went all in and lost every single one of his 1005 points LUL
Apr 20 00:14:05 <abluegoldfish>	!roulette 30
Apr 20 00:14:07 <heuji>	RIGGED!
Apr 20 00:14:07 <mr_steal_youre_girl>	froyo ash monkaS
Apr 20 00:14:08 <taggerson>	!roulette all
Apr 20 00:14:08 *	streamelements TAGgerson went all in and lost every single one of his 10 points LUL
Apr 20 00:14:09 <skyf00gle>	!roulette all
Apr 20 00:14:10 <steamboatt>	!points
Apr 20 00:14:10 <streamelements>	@Steamboatt, Steamboatt has 75 points and is rank 3213/14991 on the leaderboard.
Apr 20 00:14:10 <catjaz63>	Yikes.
Apr 20 00:14:12 <chaaaad>	FeelsBadMan
Apr 20 00:14:13 <abluegoldfish>	!roulette all
Apr 20 00:14:14 <nass__>	ascent cant kill a pyro xd
Apr 20 00:14:14 <bill_conagher>	Watch them fail this push
Apr 20 00:14:14 <crazyycow>	ASCENT LAST PUSHES lul
Apr 20 00:14:15 <steamboatt>	!roulette all
Apr 20 00:14:16 *	streamelements Steamboatt went all in and lost every single one of his 75 points LUL
Apr 20 00:14:16 <dinnerfy>	the poverty uber
Apr 20 00:14:16 <mellotf2_>	EleGiggle
Apr 20 00:14:17 <skeez_>	"how"
Apr 20 00:14:18 <atomicdischarge>	!gamble 5
Apr 20 00:14:18 *	streamelements AtomicDischarge lost 5 points in roulette and now has 5 points! FeelsBadMan
Apr 20 00:14:18 <dinnerfy>	mega mong
Apr 20 00:14:18 <del337>	!duel laztf_ 10
Apr 20 00:14:21 <laztf_>	!deny
Apr 20 00:14:21 <streamelements>	@del337, laztf_ denied your duel :(
Apr 20 00:14:21 <k_r_a_f_t>	froyo JHOister
Apr 20 00:14:22 <j_j__jones>	!roulette all
Apr 20 00:14:24 <brimst0ne_>	hAbIb ANELE
Apr 20 00:14:24 <fly_xd>	asscent LUL
Apr 20 00:14:25 <crazyycow>	THE WORST UBER EVER??
Apr 20 00:14:25 <skyf00gle>	!roulette 10
Apr 20 00:14:25 <telephone_fan_>	who winning guys
Apr 20 00:14:26 <lonelycheeyto>	DOOD
Apr 20 00:14:27 <gungown>	banny = BabyRage habib = ANELE arekk = PanicVis yomps = BlessRNG shade= DBstyle blaze = PunchTrees
Apr 20 00:14:27 <superfranco202>	!gamble all
Apr 20 00:14:28 <georgebasilj>	!gamble all
Apr 20 00:14:28 *	streamelements PogChamp superfranco202 went all in and won 5 points PogChamp he now has 10 points FeelsGoodMan
Apr 20 00:14:29 <sunderkeenin>	shade calls healing pyro and habib thinks he has heals 4Head
Apr 20 00:14:30 <airohhhhh>	!gamble 75
Apr 20 00:14:30 <streamelements>	@airohhhhh, you only have 40 points.
Apr 20 00:14:32 <crazyycow>	4-2 froyo
Apr 20 00:14:38 <j_j__jones>	roulette all "reee!" ahhhh
Apr 20 00:14:39 <airohhhhh>	!gamble 40
Apr 20 00:14:40 <streamelements>	!gamble 20
Apr 20 00:14:40 <atomicdischarge>	Habib feeds
Apr 20 00:14:43 <sunderkeenin>	!roulette all
Apr 20 00:14:43 *	streamelements sunderkeenin went all in and lost every single one of his 35 points LUL
Apr 20 00:14:46 <gr33dyorphan>	@crazyycow ty
Apr 20 00:14:53 <daijouu_>	is the STV still broken lol
Apr 20 00:14:54 <j0dd>	!roulette all
Apr 20 00:14:54 *	streamelements PogChamp j0dd went all in and won 50 points PogChamp he now has 100 points FeelsGoodMan
Apr 20 00:14:57 <j0dd>	POGGERS
Apr 20 00:15:00 <skyf00gle>	!points
Apr 20 00:15:00 <georgebasilj>	!gamble all
Apr 20 00:15:00 <streamelements>	@skyf00gle, skyf00gle has 30 points and is rank 5605/14991 on the leaderboard.
Apr 20 00:15:01 <katzy_kor>	engi to mid
Apr 20 00:15:01 <wackyfireball>	!points
Apr 20 00:15:03 <snarfl>	!roulette 10
Apr 20 00:15:03 <j_j__jones>	!roulette all
Apr 20 00:15:03 *	streamelements snarfl lost 10 points in roulette and now has 69 points! FeelsBadMan
Apr 20 00:15:08 <icreamyboy>	why does shade rarely chec the score
Apr 20 00:15:10 <georgebasilj>	!points
Apr 20 00:15:11 <streamelements>	@georgebasilj, georgebasilj has 0 points and is rank 14847/14991 on the leaderboard.
Apr 20 00:15:16 <twlngo>	!roulette all
Apr 20 00:15:17 *	streamelements PogChamp TWlNGO went all in and won 5 points PogChamp he now has 10 points FeelsGoodMan
Apr 20 00:15:23 <maximus_cheese>	Where's the YOMPS SPY AT ??
Apr 20 00:15:26 <skyf00gle>	!duel 10 TWINGO
Apr 20 00:15:26 <trophykill>	Scout? Why not heavy?
Apr 20 00:15:26 <streamelements>	@skyf00gle, i could not find that user in the database :(
Apr 20 00:15:26 <wackyfireball>	!roulette 1
Apr 20 00:15:28 <superfranco202>	!duel TWINGO 10
Apr 20 00:15:28 <hyberries>	!roulette all
Apr 20 00:15:28 <streamelements>	@superfranco202, i could not find that user in the database :(
Apr 20 00:15:31 <evil_spuds>	no need to check scoreboard, players up is shown in hud now
Apr 20 00:15:33 <dinnerfy>	'all you have to do is press tab and you instantly win' -habib
Apr 20 00:15:34 <libras>	!roulette all
Apr 20 00:15:34 <guppykai>	!points
Apr 20 00:15:34 <steamboatt>	PogChamp
Apr 20 00:15:34 *	streamelements PogChamp libras went all in and won 30 points PogChamp he now has 60 points FeelsGoodMan
Apr 20 00:15:37 <bill_conagher>	Does anybody else think that the pyro looks cute
Apr 20 00:15:39 <nokk>	O_O
Apr 20 00:15:39 <wackyfireball>	!points
Apr 20 00:15:39 <streamelements>	@Wackyfireball, Wackyfireball has 29 points and is rank 5960/14991 on the leaderboard.
Apr 20 00:15:42 <silasmaia_95>	PogChamp
Apr 20 00:15:43 <stephanie_>	O_o
Apr 20 00:15:45 <del337>	corsa beef
Apr 20 00:15:45 <wild_rumpus>	corba beef
Apr 20 00:15:47 <colpun>	!points
Apr 20 00:15:48 <streamelements>	@ColPun, ColPun has 195 points and is rank 1609/14991 on the leaderboard.
Apr 20 00:15:48 <randomcookie12>	O.o
Apr 20 00:15:48 <fly_xd>	!duel libras 90
Apr 20 00:15:48 <telephone_fan_>	!points
Apr 20 00:15:50 <crazyycow>	corba
Apr 20 00:15:53 <zirtonic>	corba
Apr 20 00:15:53 <bretty0h>	ResidentSleeper
Apr 20 00:15:55 <gungown>	@Bill_Conagher engie is cuter :)
Apr 20 00:15:55 <sunderkeenin>	20 minute turtle Kappa
Apr 20 00:15:56 <ram________>	wtf why don't they send a spy to cap RED's last? :/ fking noobs
Apr 20 00:15:57 <libras>	!accept
Apr 20 00:15:58 <j0dd>	the ol send one to point to bait for the spy track eh? RonSmug
Apr 20 00:15:58 <icreamyboy>	b4nny is constantly toggling score
Apr 20 00:15:58 <mr_steal_youre_girl>	20 min turtule
Apr 20 00:16:01 <supererectioninspection>	cum dante Kreygasm
Apr 20 00:16:01 <skyf00gle>	!roulette all
Apr 20 00:16:01 *	streamelements skyf00gle went all in and lost every single one of his 30 points LUL
Apr 20 00:16:04 <hinnybin>	!roulette all
Apr 20 00:16:04 <snarfl>	!commands
Apr 20 00:16:04 *	streamelements Hinnybin went all in and lost every single one of his 10 points LUL
Apr 20 00:16:06 <trophykill>	P A R K T H E B U S
Apr 20 00:16:07 <zirtonic>	sunderkeenin what are we, european?
Apr 20 00:16:09 <snarfl>	!help
Apr 20 00:16:09 <streamelements>	https://clips.twitch.tv/SarcasticAnnoyingGoldfishBrokeBack
Apr 20 00:16:11 <crazyycow>	@Ram________ these are little brain americans not big brain europeans
Apr 20 00:16:14 <guppykai>	!points
Apr 20 00:16:14 <streamelements>	@GuppyKai, GuppyKai has 323 points and is rank 976/14991 on the leaderboard.
Apr 20 00:16:17 <steamboatt>	!points
Apr 20 00:16:17 <streamelements>	@Steamboatt, Steamboatt has 0 points and is rank 14599/14991 on the leaderboard.
Apr 20 00:16:22 <fly_xd>	Kappa
Apr 20 00:16:23 <telephone_fan_>	!roulette 1
Apr 20 00:16:23 *	streamelements telephone_fan_ lost 1 points in roulette and now has 14 points! FeelsBadMan
Apr 20 00:16:24 <misterslin>	!roulette 100
Apr 20 00:16:24 *	streamelements MR_SLIN lost 100 points in roulette and now has 9206 points! FeelsBadMan
Apr 20 00:16:25 <moshes_w_wolves>	GivePLZ DoritosChip ascent b pls
Apr 20 00:16:29 <saga__>	!roulette all
Apr 20 00:16:29 *	streamelements PogChamp saga__ went all in and won 170 points PogChamp he now has 340 points FeelsGoodMan
Apr 20 00:16:30 <ooga_booga>	holy views
Apr 20 00:16:32 <sprite_tough>	300 iq sentry spot
Apr 20 00:16:36 <thunderperfectmind>	b4nny has sick sentry strats
Apr 20 00:16:36 <telephone_fan_>	!roulette 10
Apr 20 00:16:42 <trophykill>	P A R K T H E B U S
Apr 20 00:16:48 <yuukkari>	nice job banny
Apr 20 00:16:51 <moshes_w_wolves>	!rehab MR_SLIN
Apr 20 00:16:52 <gungown>	B4nny, you are an inspiration. You are not afraid to be flamboyant and admit that you live an alternative lifestyle. I think you are one of the best gay streamers on twitch and you are a great role model. I know some people probably don't understand, but i do.
Apr 20 00:16:54 <bill_conagher>	LUL
Apr 20 00:16:57 <nomi_tf2>	How much do they get for winning ?
Apr 20 00:17:00 <guppykai>	!roulette 97
Apr 20 00:17:00 *	streamelements GuppyKai lost 97 points in roulette and now has 226 points! FeelsBadMan
Apr 20 00:17:02 <telephone_fan_>	!roulette 9
Apr 20 00:17:06 <yuukkari>	140 dollars each
Apr 20 00:17:07 <k_r_a_f_t>	one million dollars
Apr 20 00:17:10 <dinnerfy>	a dinner at mcdonalds
Apr 20 00:17:11 <ram________>	a nissan 240x
Apr 20 00:17:12 <515sunnyday>	140 dollars LUL wtf
Apr 20 00:17:13 <telephone_fan_>	!points
Apr 20 00:17:14 <streamelements>	@telephone_fan_, telephone_fan_ has 14 points and is rank 8331/14991 on the leaderboard.
Apr 20 00:17:14 <mr_steal_youre_girl>	whats b4nnys gender
